Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,pdays,Previous,Poutcome,Deposit
38,management,Married,Tertiary,No,413,No,No,Cellular,13,oct,252,2,183,3,success,Yes
31,blue-collar,Married,Secondary,No,152,Yes,Yes,Cellular,8,jul,831,1,-1,0,unknown,Yes
34,blue-collar,Married,Primary,No,1031,Yes,No,Unknown,29,may,751,3,-1,0,unknown,Yes
33,management,Single,Tertiary,No,3143,No,No,Cellular,29,jun,421,2,-1,0,unknown,Yes
38,management,Married,Tertiary,No,613,No,No,Cellular,3,feb,239,1,-1,0,unknown,Yes
28,services,Single,Secondary,No,168,No,No,Cellular,12,jan,387,1,194,1,other,Yes
67,retired,Single,Tertiary,No,2144,No,No,Telephone,21,apr,847,2,-1,0,unknown,Yes
31,management,Married,Tertiary,No,1331,No,No,Cellular,30,apr,297,1,86,3,success,Yes
49,technician,Married,Tertiary,No,2611,No,No,Cellular,20,apr,194,2,-1,0,unknown,Yes
53,technician,Single,Secondary,No,925,No,No,Cellular,25,aug,930,3,-1,0,unknown,Yes
31,technician,Single,Tertiary,No,985,Yes,No,Cellular,17,apr,997,1,57,2,failure,Yes
60,technician,Divorced,Secondary,No,367,No,No,Cellular,16,aug,318,2,-1,0,unknown,Yes
30,unemployed,Single,Tertiary,No,302,No,No,Cellular,11,feb,528,3,-1,0,unknown,Yes
38,admin.,Married,Secondary,No,47,Yes,No,Cellular,4,may,288,5,-1,0,unknown,Yes
49,blue-collar,Married,Secondary,No,1946,No,No,Cellular,16,jul,486,1,-1,0,unknown,Yes
40,technician,Married,Secondary,No,2266,No,No,Cellular,16,oct,447,1,147,5,failure,Yes
34,technician,Single,Tertiary,No,992,Yes,No,Cellular,5,feb,71,2,-1,0,unknown,Yes
35,management,Single,Tertiary,No,3544,Yes,No,Cellular,8,jun,380,1,-1,0,unknown,Yes
33,blue-collar,Single,Secondary,No,76,Yes,No,Unknown,4,jun,1141,4,-1,0,unknown,Yes
34,management,Single,Unknown,No,6013,Yes,No,Cellular,18,may,612,1,-1,0,unknown,Yes
28,housemaid,Single,Tertiary,No,19,No,No,Cellular,17,apr,149,1,-1,0,unknown,Yes
27,blue-collar,Single,Primary,No,232,Yes,No,Cellular,26,oct,701,2,-1,0,unknown,Yes
22,unemployed,Single,Tertiary,No,993,No,No,Cellular,28,jul,115,3,93,1,other,Yes
27,blue-collar,Single,Secondary,No,535,No,No,Cellular,13,may,159,1,87,3,success,Yes
34,technician,Married,Tertiary,No,127,No,No,Cellular,3,jun,117,1,-1,0,unknown,Yes
62,housemaid,Married,Tertiary,No,1528,No,No,Cellular,15,oct,134,2,184,1,success,Yes
36,blue-collar,Married,Secondary,No,324,Yes,Yes,Cellular,16,jul,830,1,-1,0,unknown,Yes
47,services,Divorced,Tertiary,No,1639,No,No,Cellular,12,jan,349,1,-1,0,unknown,Yes
32,admin.,Married,Secondary,No,0,Yes,No,Cellular,30,apr,177,2,-1,0,unknown,Yes
33,admin.,Married,Secondary,No,-370,Yes,No,Cellular,7,may,261,1,345,1,failure,Yes
27,technician,Single,Tertiary,No,11862,No,No,Cellular,25,nov,285,2,97,7,success,Yes
35,management,Married,Tertiary,No,323,No,No,Cellular,11,jan,261,2,-1,0,unknown,Yes
47,housemaid,Married,Secondary,No,3940,Yes,No,Cellular,5,aug,226,3,97,2,failure,Yes
57,management,Divorced,Tertiary,No,8897,Yes,No,Cellular,12,aug,865,2,-1,0,unknown,Yes
26,technician,Single,Secondary,No,2002,No,No,Cellular,29,jan,146,1,-1,0,unknown,Yes
46,blue-collar,Married,Secondary,No,668,Yes,No,Unknown,15,may,1263,2,-1,0,unknown,Yes
58,services,Married,Primary,No,2946,Yes,No,Cellular,14,may,467,1,-1,0,unknown,Yes
43,services,Married,Tertiary,No,4216,No,No,Cellular,24,dec,150,2,195,2,success,Yes
49,services,Married,Primary,No,0,Yes,No,Cellular,6,may,445,2,166,3,failure,Yes
34,technician,Married,Tertiary,No,23076,No,No,Cellular,26,may,243,2,35,6,other,Yes
28,unemployed,Married,Primary,No,7459,Yes,No,Cellular,2,feb,981,5,269,2,failure,Yes
33,blue-collar,Married,Primary,No,5,Yes,No,Cellular,17,apr,1007,2,-1,0,unknown,Yes
25,student,Single,Secondary,No,4147,No,No,Cellular,14,aug,211,3,-1,0,unknown,Yes
26,services,Single,Tertiary,No,0,No,Yes,Telephone,1,jul,261,4,-1,0,unknown,Yes
32,admin.,Single,Secondary,No,131,Yes,No,Cellular,22,jun,522,1,183,2,success,Yes
29,management,Married,Secondary,No,231,No,No,Cellular,14,may,1075,1,14,1,failure,Yes
30,management,Single,Tertiary,No,720,No,No,Cellular,15,jan,1265,4,210,4,other,Yes
23,technician,Single,Secondary,No,598,No,No,Cellular,11,nov,406,1,195,1,failure,Yes
41,technician,Married,Secondary,No,1819,No,No,Cellular,22,sep,397,1,371,3,failure,Yes
66,management,Married,Secondary,No,587,No,No,Cellular,12,may,457,2,392,2,success,Yes
62,retired,Married,Secondary,No,1495,No,No,Cellular,13,oct,896,1,57,2,success,Yes
28,self-employed,Single,Tertiary,No,442,No,No,Cellular,19,jun,474,3,95,3,other,Yes
33,management,Married,Tertiary,No,271,Yes,No,Cellular,13,nov,182,2,91,2,success,Yes
77,retired,Married,Primary,No,29340,No,No,Cellular,15,mar,257,1,91,2,other,Yes
54,management,Married,Tertiary,No,1014,No,Yes,Cellular,30,apr,240,1,162,2,failure,Yes
50,management,Married,Tertiary,No,2366,No,No,Cellular,28,jan,816,2,149,1,other,Yes
31,housemaid,Single,Primary,No,26965,No,No,Cellular,21,apr,654,2,-1,0,unknown,Yes
45,management,Single,Tertiary,No,1411,No,No,Cellular,7,sep,800,2,102,3,failure,Yes
30,management,Single,Tertiary,No,617,No,No,Cellular,27,feb,192,2,-1,0,unknown,Yes
40,technician,Divorced,Tertiary,No,4736,Yes,No,Cellular,11,feb,285,2,-1,0,unknown,Yes
67,retired,Married,Unknown,No,2540,No,No,Telephone,14,sep,279,3,92,9,success,Yes
39,services,Single,Secondary,No,403,Yes,No,Cellular,7,may,1262,3,-1,0,unknown,Yes
20,blue-collar,Single,Secondary,No,423,Yes,No,Cellular,16,apr,498,1,-1,0,unknown,Yes
31,management,Married,Tertiary,No,131,No,No,Cellular,18,feb,332,2,-1,0,unknown,Yes
31,admin.,Single,Tertiary,No,4041,No,No,Cellular,30,apr,1034,2,-1,0,unknown,Yes
33,management,Married,Tertiary,No,273,Yes,No,Unknown,16,may,803,1,-1,0,unknown,Yes
45,blue-collar,Married,Primary,No,101,Yes,No,Unknown,12,may,460,5,-1,0,unknown,Yes
45,admin.,Married,Secondary,No,0,No,Yes,Telephone,15,jul,533,3,-1,0,unknown,Yes
31,technician,Single,Secondary,No,2544,No,No,Cellular,15,jul,252,1,184,3,success,Yes
33,technician,Married,Tertiary,No,1699,No,No,Cellular,6,nov,178,2,94,1,success,Yes
41,blue-collar,Married,Secondary,No,2689,Yes,No,Cellular,15,apr,135,1,-1,0,unknown,Yes
31,management,Married,Tertiary,No,3160,Yes,No,Cellular,26,apr,688,2,-1,0,unknown,Yes
50,housemaid,Married,Secondary,No,388,No,No,Cellular,11,mar,203,2,-1,0,unknown,Yes
56,retired,Married,Secondary,No,393,No,Yes,Cellular,26,jul,183,1,221,2,failure,Yes
28,student,Single,Secondary,No,69,No,No,Cellular,30,jan,532,2,-1,0,unknown,Yes
35,technician,Single,Tertiary,No,2658,Yes,No,Cellular,19,aug,768,2,141,3,failure,Yes
30,services,Single,Secondary,Yes,-366,Yes,No,Cellular,18,jul,516,1,-1,0,unknown,Yes
64,retired,Married,Secondary,No,466,Yes,No,Cellular,18,oct,526,1,-1,0,unknown,Yes
32,student,Single,Tertiary,No,64,No,No,Cellular,30,jun,598,4,105,5,failure,Yes
29,blue-collar,Married,Secondary,No,580,Yes,Yes,Cellular,17,apr,1311,2,-1,0,unknown,Yes
29,management,Single,Secondary,No,3317,No,Yes,Telephone,4,may,640,7,-1,0,unknown,Yes
51,blue-collar,Married,Secondary,No,955,No,Yes,Cellular,17,dec,221,3,-1,0,unknown,Yes
40,housemaid,Single,Tertiary,No,7441,No,No,Cellular,31,jul,1461,6,-1,0,unknown,Yes
45,technician,Married,Tertiary,No,377,Yes,No,Unknown,19,jun,835,3,-1,0,unknown,Yes
36,admin.,Single,Tertiary,No,994,No,No,Cellular,6,may,211,1,90,6,success,Yes
31,blue-collar,Married,Secondary,No,1766,No,Yes,Cellular,5,jun,166,2,-1,0,unknown,Yes
43,services,Married,Secondary,No,-236,Yes,No,Cellular,28,jul,745,7,-1,0,unknown,Yes
42,services,Married,Secondary,No,774,No,No,Cellular,28,jan,997,1,-1,0,unknown,Yes
46,admin.,Married,Secondary,No,659,Yes,No,Telephone,29,jul,1127,11,-1,0,unknown,Yes
34,technician,Married,Tertiary,No,149,No,No,Cellular,22,aug,739,2,-1,0,unknown,Yes
52,blue-collar,Married,Secondary,No,1405,No,Yes,Cellular,17,jul,753,2,-1,0,unknown,Yes
47,admin.,Married,Secondary,No,290,Yes,No,Cellular,22,jul,1352,2,-1,0,unknown,Yes
40,student,Single,Secondary,No,595,Yes,No,Cellular,3,jun,406,2,-1,0,unknown,Yes
26,student,Single,Secondary,No,4613,No,No,Cellular,28,may,663,3,196,2,other,Yes
45,technician,Married,Secondary,No,0,Yes,No,Cellular,7,dec,344,1,-1,0,unknown,Yes
55,retired,Divorced,Secondary,No,2204,No,No,Cellular,22,feb,261,1,264,1,failure,Yes
42,unemployed,Married,Tertiary,No,576,No,No,Cellular,3,jun,447,2,96,1,success,Yes
40,management,Single,Tertiary,No,3840,Yes,No,Cellular,24,sep,232,2,409,2,success,Yes
43,technician,Married,Secondary,No,1358,No,No,Cellular,10,mar,159,3,-1,0,unknown,Yes
26,student,Single,Tertiary,No,5169,Yes,No,Cellular,25,may,397,1,35,2,failure,Yes
31,blue-collar,Married,Secondary,No,0,Yes,No,Unknown,10,aug,97,1,782,1,other,Yes
31,management,Single,Tertiary,No,533,No,No,Cellular,11,feb,144,1,91,9,success,Yes
29,services,Single,Tertiary,No,1788,No,No,Cellular,27,oct,353,1,-1,0,unknown,Yes
44,self-employed,Divorced,Tertiary,No,1070,Yes,No,Cellular,12,aug,137,2,104,3,success,Yes
35,management,Single,Tertiary,No,80,No,No,Cellular,4,sep,434,2,94,1,other,Yes
36,technician,Single,Secondary,No,3254,Yes,No,Unknown,27,oct,207,1,-1,0,unknown,Yes
30,admin.,Single,Secondary,No,1309,No,No,Cellular,28,jan,622,1,-1,0,unknown,Yes
48,management,Married,Tertiary,No,0,No,Yes,Cellular,19,feb,204,4,182,1,success,Yes
33,management,Single,Unknown,No,1534,Yes,No,Cellular,11,jul,1041,2,-1,0,unknown,Yes
36,management,Married,Tertiary,No,535,No,No,Cellular,20,apr,150,2,-1,0,unknown,Yes
46,admin.,Married,Secondary,No,368,No,No,Cellular,20,aug,293,1,90,4,other,Yes
35,unemployed,Single,Tertiary,No,415,No,No,Cellular,4,may,164,2,89,2,success,Yes
46,technician,Married,Secondary,No,3434,No,Yes,Cellular,8,jun,148,2,101,1,success,Yes
32,admin.,Married,Secondary,No,35,No,No,Cellular,17,dec,324,3,126,3,success,Yes
46,services,Married,Secondary,No,2948,No,No,Cellular,21,nov,893,1,-1,0,unknown,Yes
54,housemaid,Married,Tertiary,No,2473,No,No,Cellular,5,mar,607,2,-1,0,unknown,Yes
36,management,Married,Tertiary,No,1133,Yes,No,Cellular,4,aug,293,1,181,2,other,Yes
29,admin.,Single,Secondary,No,306,Yes,No,Cellular,18,may,774,4,-1,0,unknown,Yes
58,management,Married,Secondary,No,-382,No,No,Cellular,31,jul,644,12,-1,0,unknown,Yes
35,admin.,Divorced,Secondary,No,1224,Yes,No,Cellular,3,nov,187,1,-1,0,unknown,Yes
30,management,Single,Tertiary,No,5359,No,No,Cellular,27,may,119,1,98,1,success,Yes
31,technician,Married,Tertiary,No,2166,No,No,Cellular,13,jul,577,6,182,2,success,Yes
35,management,Married,Tertiary,No,925,No,No,Cellular,8,jun,200,4,-1,0,unknown,Yes
36,management,Married,Tertiary,No,495,No,No,Cellular,5,aug,157,3,97,2,success,Yes
34,admin.,Married,Secondary,No,2374,Yes,No,Cellular,9,nov,161,1,209,2,failure,Yes
28,student,Single,Secondary,No,1925,No,No,Cellular,25,may,252,1,88,4,failure,Yes
23,services,Single,Secondary,No,279,Yes,No,Cellular,18,may,843,1,370,1,failure,Yes
46,blue-collar,Married,Unknown,No,842,Yes,No,Telephone,8,may,833,1,-1,0,unknown,Yes
33,unemployed,Single,Tertiary,No,6748,No,No,Cellular,14,aug,1579,2,-1,0,unknown,Yes
25,management,Married,Tertiary,No,-242,Yes,Yes,Cellular,18,may,600,4,332,4,other,Yes
43,blue-collar,Married,Primary,No,3917,No,No,Cellular,2,mar,154,1,-1,0,unknown,Yes
38,technician,Single,Secondary,No,1711,No,No,Telephone,30,sep,234,1,-1,0,unknown,Yes
62,retired,Married,Secondary,No,298,No,No,Cellular,17,nov,709,2,-1,0,unknown,Yes
33,unknown,Married,Secondary,No,335,No,No,Cellular,4,feb,891,2,177,7,failure,Yes
53,management,Married,Unknown,No,2240,Yes,No,Cellular,2,jun,282,2,385,1,success,Yes
38,technician,Married,Secondary,No,1478,No,No,Cellular,12,aug,926,4,-1,0,unknown,Yes
32,entrepreneur,Married,Secondary,No,390,No,No,Cellular,6,sep,440,1,280,1,failure,Yes
24,student,Single,Secondary,No,1234,No,No,Cellular,21,jul,314,1,156,2,success,Yes
26,management,Single,Tertiary,No,3704,No,No,Cellular,19,aug,238,4,-1,0,unknown,Yes
55,blue-collar,Married,Unknown,No,890,No,No,Cellular,22,aug,1329,2,-1,0,unknown,Yes
47,management,Married,Tertiary,No,3663,No,No,Cellular,30,mar,364,3,-1,0,unknown,Yes
58,blue-collar,Single,Secondary,No,119,Yes,Yes,Cellular,12,may,985,1,-1,0,unknown,Yes
30,blue-collar,Married,Secondary,No,167,Yes,No,Cellular,10,jul,255,1,-1,0,unknown,Yes
39,technician,Single,Secondary,No,1022,Yes,No,Unknown,20,may,1410,2,-1,0,unknown,Yes
30,admin.,Single,Tertiary,No,305,No,No,Cellular,4,feb,227,2,-1,0,unknown,Yes
34,blue-collar,Divorced,Unknown,No,172,No,No,Cellular,15,jun,177,1,-1,0,unknown,Yes
34,management,Married,Tertiary,No,3047,No,No,Cellular,30,apr,317,1,160,5,other,Yes
56,management,Married,Tertiary,No,616,No,No,Cellular,30,apr,225,1,83,1,success,Yes
27,services,Single,Secondary,No,453,No,No,Cellular,19,apr,142,2,-1,0,unknown,Yes
46,self-employed,Single,Secondary,No,526,No,No,Cellular,30,apr,523,1,87,2,other,Yes
32,management,Married,Tertiary,No,169,No,No,Telephone,14,aug,698,2,-1,0,unknown,Yes
27,services,Single,Secondary,No,1347,No,No,Telephone,28,dec,824,1,193,11,success,Yes
36,blue-collar,Married,Primary,No,378,Yes,No,Cellular,5,may,1240,1,-1,0,unknown,Yes
46,admin.,Single,Tertiary,No,2889,Yes,No,Cellular,5,may,494,1,-1,0,unknown,Yes
46,technician,Married,Secondary,No,57,No,No,Unknown,28,may,796,1,-1,0,unknown,Yes
49,management,Married,Tertiary,No,0,No,No,Telephone,17,oct,223,1,-1,0,unknown,Yes
39,technician,Married,Tertiary,No,1293,No,No,Cellular,3,jun,140,2,-1,0,unknown,Yes
33,technician,Single,Secondary,No,2085,No,No,Cellular,9,feb,501,2,-1,0,unknown,Yes
48,entrepreneur,Single,Secondary,No,315,No,No,Unknown,11,feb,271,1,-1,0,unknown,Yes
38,blue-collar,Married,Secondary,No,1627,No,No,Unknown,16,jun,1323,9,-1,0,unknown,Yes
60,retired,Married,Secondary,No,1853,No,No,Cellular,10,feb,234,1,183,1,success,Yes
33,technician,Single,Secondary,No,1429,Yes,No,Cellular,31,aug,268,8,-1,0,unknown,Yes
64,management,Married,Tertiary,No,3951,No,No,Cellular,28,jan,134,1,91,1,success,Yes
22,self-employed,Single,Tertiary,No,780,No,No,Cellular,17,mar,272,3,-1,0,unknown,Yes
34,technician,Divorced,Tertiary,No,674,Yes,No,Cellular,7,aug,587,2,-1,0,unknown,Yes
36,blue-collar,Married,Secondary,No,218,Yes,No,Cellular,4,may,619,6,-1,0,unknown,Yes
72,retired,Married,Primary,No,763,No,No,Cellular,24,apr,384,2,-1,0,unknown,Yes
37,services,Married,Secondary,No,4151,Yes,Yes,Cellular,30,jul,543,4,-1,0,unknown,Yes
78,retired,Divorced,Primary,No,2787,No,No,Telephone,1,jul,372,1,-1,0,unknown,Yes
31,technician,Married,Tertiary,No,26,No,Yes,Cellular,18,nov,419,1,127,6,other,Yes
20,student,Single,Secondary,No,153,No,No,Unknown,21,jun,100,1,-1,0,unknown,Yes
60,self-employed,Married,Primary,No,362,No,Yes,Cellular,29,jul,816,6,-1,0,unknown,Yes
36,self-employed,Married,Secondary,No,1184,Yes,No,Cellular,6,apr,1063,1,-1,0,unknown,Yes
51,technician,Married,Secondary,No,6840,No,No,Telephone,7,jul,257,1,-1,0,unknown,Yes
26,blue-collar,Single,Secondary,No,3145,No,No,Cellular,28,dec,1141,1,209,1,other,Yes
48,admin.,Married,Secondary,No,660,No,No,Cellular,18,feb,318,1,561,2,success,Yes
49,management,Married,Tertiary,No,1311,Yes,No,Cellular,8,may,813,1,-1,0,unknown,Yes
20,student,Single,Secondary,No,215,No,No,Cellular,24,nov,325,1,95,5,success,Yes
77,retired,Married,Primary,No,3324,No,No,Cellular,13,may,289,1,91,5,success,Yes
42,management,Single,Tertiary,Yes,0,Yes,No,Cellular,21,nov,824,1,-1,0,unknown,Yes
31,admin.,Single,Secondary,No,747,Yes,No,Unknown,26,may,543,2,-1,0,unknown,Yes
56,blue-collar,Married,Secondary,No,448,Yes,Yes,Cellular,17,may,556,1,181,2,other,Yes
32,technician,Single,Tertiary,No,1246,Yes,No,Cellular,30,apr,509,1,85,2,success,Yes
33,management,Married,Tertiary,No,271,Yes,No,Cellular,14,aug,801,2,-1,0,unknown,Yes
33,management,Single,Tertiary,No,1271,Yes,No,Cellular,15,apr,636,3,330,1,failure,Yes
54,housemaid,Married,Secondary,No,962,Yes,No,Cellular,29,oct,288,3,-1,0,unknown,Yes
28,student,Single,Tertiary,No,3054,No,No,Cellular,30,apr,384,1,80,6,other,Yes
41,unemployed,Married,Tertiary,No,0,No,No,Cellular,30,oct,373,3,-1,0,unknown,Yes
51,management,Married,Tertiary,No,346,No,No,Cellular,12,nov,134,2,192,3,failure,Yes
43,blue-collar,Divorced,Primary,No,3550,No,No,Cellular,20,nov,1154,1,-1,0,unknown,Yes
36,management,Single,Tertiary,No,1379,No,No,Cellular,25,may,189,1,186,1,failure,Yes
49,management,Married,Tertiary,No,1093,Yes,Yes,Cellular,12,jan,243,2,91,2,success,Yes
47,admin.,Divorced,Secondary,No,295,Yes,No,Unknown,6,jun,94,2,-1,0,unknown,Yes
30,services,Married,Secondary,No,129,Yes,No,Unknown,26,may,1446,7,-1,0,unknown,Yes
31,technician,Married,Tertiary,No,636,Yes,No,Cellular,4,may,352,4,-1,0,unknown,Yes
39,technician,Married,Secondary,No,4101,Yes,No,Cellular,18,feb,146,2,264,1,other,Yes
40,management,Married,Tertiary,No,3352,Yes,No,Telephone,23,oct,138,1,-1,0,unknown,Yes
48,management,Single,Tertiary,No,334,Yes,No,Cellular,28,sep,600,2,92,12,success,Yes
30,services,Divorced,Secondary,No,341,Yes,No,Cellular,20,nov,478,1,-1,0,unknown,Yes
41,entrepreneur,Married,Secondary,No,8491,Yes,No,Cellular,18,nov,929,1,-1,0,unknown,Yes
33,services,Married,Secondary,No,227,Yes,Yes,Cellular,13,aug,477,2,-1,0,unknown,Yes
25,student,Single,Secondary,No,125,No,No,Cellular,9,feb,215,1,92,2,success,Yes
49,admin.,Married,Secondary,No,3608,Yes,No,Unknown,13,nov,231,1,-1,0,unknown,Yes
32,management,Single,Tertiary,No,2536,Yes,No,Cellular,26,aug,958,6,-1,0,unknown,Yes
64,management,Married,Tertiary,No,4688,No,No,Cellular,21,oct,200,1,-1,0,unknown,Yes
28,student,Single,Secondary,No,0,No,No,Cellular,18,feb,209,20,-1,0,unknown,Yes
37,management,Married,Tertiary,No,1113,No,No,Cellular,2,mar,229,1,182,1,success,Yes
25,blue-collar,Single,Secondary,No,1857,Yes,No,Cellular,13,apr,295,4,187,6,success,Yes
53,admin.,Single,Secondary,No,2892,No,No,Cellular,9,apr,527,3,-1,0,unknown,Yes
62,self-employed,Divorced,Tertiary,No,6,Yes,No,Cellular,13,apr,103,1,182,3,success,Yes
34,services,Married,Secondary,No,1076,No,No,Cellular,12,may,152,1,182,6,success,Yes
26,admin.,Single,Secondary,Yes,-930,Yes,No,Cellular,14,may,786,1,-1,0,unknown,Yes
39,blue-collar,Married,Secondary,No,1382,Yes,No,Cellular,11,feb,397,2,-1,0,unknown,Yes
45,management,Single,Tertiary,No,2048,Yes,No,Cellular,18,oct,310,1,804,1,failure,Yes
19,student,Single,Primary,No,608,No,No,Cellular,12,may,236,1,180,2,success,Yes
33,blue-collar,Divorced,Unknown,Yes,-274,Yes,Yes,Cellular,17,apr,715,2,329,2,failure,Yes
43,admin.,Married,Secondary,No,132,No,No,Cellular,27,may,187,2,71,1,success,Yes
35,technician,Single,Secondary,No,344,No,No,Cellular,27,aug,519,16,-1,0,unknown,Yes
52,blue-collar,Married,Secondary,No,2230,No,No,Cellular,29,oct,423,3,-1,0,unknown,Yes
28,self-employed,Single,Secondary,No,5679,Yes,No,Cellular,9,feb,701,4,-1,0,unknown,Yes
35,blue-collar,Single,Secondary,No,885,Yes,No,Cellular,15,jul,632,6,-1,0,unknown,Yes
50,blue-collar,Married,Primary,No,3764,No,No,Telephone,9,sep,214,2,99,4,failure,Yes
37,services,Married,Secondary,No,4017,No,No,Cellular,30,apr,665,2,196,1,success,Yes
36,technician,Married,Secondary,No,368,Yes,Yes,Unknown,6,may,1597,2,-1,0,unknown,Yes
61,retired,Married,Secondary,No,569,No,No,Cellular,4,aug,219,1,-1,0,unknown,Yes
24,blue-collar,Married,Secondary,No,272,No,No,Cellular,16,nov,105,2,94,2,success,Yes
35,services,Single,Primary,No,167,No,Yes,Cellular,11,jul,614,2,-1,0,unknown,Yes
32,management,Married,Tertiary,No,1388,Yes,No,Cellular,30,apr,753,1,-1,0,unknown,Yes
45,blue-collar,Married,Secondary,No,7895,Yes,No,Cellular,4,feb,872,1,-1,0,unknown,Yes
43,blue-collar,Married,Secondary,No,2160,No,No,Cellular,8,sep,261,1,98,1,success,Yes
39,technician,Married,Secondary,No,1587,Yes,No,Cellular,2,jun,171,3,-1,0,unknown,Yes
35,management,Divorced,Tertiary,No,1723,Yes,No,Cellular,25,jul,862,1,-1,0,unknown,Yes
23,student,Single,Tertiary,No,691,No,No,Cellular,27,may,1178,1,178,6,success,Yes
34,blue-collar,Married,Secondary,No,243,Yes,No,Cellular,18,may,507,1,-1,0,unknown,Yes
47,admin.,Single,Secondary,No,3696,No,No,Cellular,12,jan,758,4,-1,0,unknown,Yes
21,student,Single,Secondary,No,71,No,No,Cellular,13,jan,169,2,-1,0,unknown,Yes
37,unknown,Single,Tertiary,No,0,No,No,Cellular,8,jun,257,2,97,1,success,Yes
53,admin.,Married,Secondary,No,3765,No,No,Unknown,20,jun,1094,3,-1,0,unknown,Yes
46,blue-collar,Married,Primary,No,977,No,Yes,Telephone,2,feb,436,3,-1,0,unknown,Yes
26,technician,Single,Tertiary,No,15161,No,No,Cellular,2,feb,280,1,-1,0,unknown,Yes
51,admin.,Married,Tertiary,No,0,Yes,Yes,Cellular,8,mar,124,2,-1,0,unknown,Yes
58,entrepreneur,Married,Tertiary,No,776,Yes,No,Telephone,9,jul,990,1,-1,0,unknown,Yes
51,admin.,Single,Secondary,No,1994,No,No,Unknown,18,jun,771,2,-1,0,unknown,Yes
33,admin.,Married,Secondary,No,616,No,No,Cellular,6,sep,250,3,-1,0,unknown,Yes
46,housemaid,Married,Primary,No,3512,No,No,Cellular,30,oct,175,1,197,1,failure,Yes
34,technician,Single,Tertiary,No,6529,No,No,Cellular,14,aug,505,2,-1,0,unknown,Yes
40,blue-collar,Married,Primary,No,0,Yes,No,Cellular,21,jul,1080,4,-1,0,unknown,Yes
40,admin.,Divorced,Secondary,No,2129,No,No,Cellular,30,apr,452,1,-1,0,unknown,Yes
46,technician,Single,Secondary,No,874,No,No,Cellular,19,nov,819,3,-1,0,unknown,Yes
59,entrepreneur,Married,Secondary,No,496,No,No,Cellular,22,oct,738,3,183,1,success,Yes
34,technician,Married,Tertiary,No,1539,Yes,No,Cellular,15,jun,441,1,56,1,other,Yes
49,management,Divorced,Tertiary,No,348,No,No,Cellular,30,oct,125,1,-1,0,unknown,Yes
28,management,Single,Tertiary,No,1287,Yes,No,Cellular,26,feb,65,1,-1,0,unknown,Yes
56,management,Married,Tertiary,No,12356,Yes,No,Cellular,26,may,410,1,551,5,other,Yes
28,technician,Single,Secondary,No,5763,No,Yes,Cellular,5,mar,196,2,-1,0,unknown,Yes
33,blue-collar,Married,Secondary,No,-267,Yes,No,Cellular,20,apr,1030,3,-1,0,unknown,Yes
37,unemployed,Single,Secondary,No,443,No,No,Cellular,29,jan,1600,1,-1,0,unknown,Yes
38,services,Married,Secondary,No,934,Yes,No,Cellular,14,may,715,1,-1,0,unknown,Yes
25,technician,Single,Secondary,No,4859,No,No,Cellular,12,jan,227,1,-1,0,unknown,Yes
74,retired,Married,Tertiary,No,1843,No,No,Cellular,15,sep,251,2,184,3,success,Yes
42,unemployed,Married,Secondary,No,1289,No,No,Cellular,15,jul,250,4,415,2,failure,Yes
29,housemaid,Single,Tertiary,No,19,No,No,Cellular,3,dec,274,1,230,1,success,Yes
60,retired,Married,Secondary,No,8332,No,No,Cellular,16,mar,279,1,194,7,other,Yes
41,blue-collar,Married,Secondary,No,5517,Yes,No,Cellular,10,jul,584,1,-1,0,unknown,Yes
51,admin.,Married,Secondary,No,949,No,No,Cellular,5,aug,1092,1,-1,0,unknown,Yes
49,blue-collar,Married,Primary,No,-157,Yes,No,Cellular,7,jul,491,3,-1,0,unknown,Yes
41,management,Married,Tertiary,No,254,No,No,Cellular,9,jun,183,2,294,2,failure,Yes
31,blue-collar,Married,Secondary,No,136,No,No,Cellular,12,may,228,2,267,1,failure,Yes
25,admin.,Single,Secondary,No,285,No,No,Cellular,3,jul,658,3,-1,0,unknown,Yes
32,management,Divorced,Tertiary,No,874,No,No,Cellular,12,aug,1282,6,-1,0,unknown,Yes
73,retired,Married,Tertiary,No,1641,Yes,No,Cellular,27,feb,49,2,-1,0,unknown,Yes
31,management,Single,Secondary,No,1088,Yes,No,Cellular,8,apr,575,2,-1,0,unknown,Yes
32,student,Single,Tertiary,No,1138,No,No,Telephone,10,feb,402,3,-1,0,unknown,Yes
27,student,Single,Tertiary,No,13107,Yes,No,Cellular,6,apr,661,1,314,2,failure,Yes
60,retired,Married,Tertiary,No,2557,Yes,No,Cellular,2,feb,415,1,-1,0,unknown,Yes
34,admin.,Married,Tertiary,No,142,Yes,No,Cellular,13,may,459,1,-1,0,unknown,Yes
43,admin.,Single,Secondary,No,733,Yes,No,Cellular,19,nov,1102,3,-1,0,unknown,Yes
31,entrepreneur,Single,Tertiary,Yes,-405,Yes,Yes,Cellular,13,aug,703,2,-1,0,unknown,Yes
42,management,Single,Tertiary,No,11008,No,No,Cellular,28,jul,822,6,405,1,success,Yes
27,services,Single,Secondary,No,246,No,No,Cellular,17,jun,453,2,-1,0,unknown,Yes
57,retired,Married,Tertiary,No,0,Yes,Yes,Unknown,28,may,648,1,-1,0,unknown,Yes
30,management,Single,Tertiary,No,536,No,No,Cellular,14,jan,362,2,91,2,success,Yes
